	name
TIGR02337	homoprotocatechuate degradation operon regulator, HpaR
TIGR01417	phosphoenolpyruvate-protein phosphotransferase
TIGR02732	carotene 7,8-desaturase
TIGR01566	ZF-HD homeobox protein Cys/His-rich dimerization domain
TIGR01590	yir/bir/cir-family of variant antigens
TIGR01999	FeS cluster assembly scaffold IscU
TIGR01478	variant surface antigen, stevor family
TIGR00409	prolyl-tRNA synthetase
TIGR00105	ribosomal protein L31
TIGR03076	Chlamydial GcvH-like protein upstream region protein
TIGR00569	cyclin ccl1
TIGR02028	geranylgeranyl reductase
TIGR01491	Phosphoserine phosphatase-like hydrolase, archaeal
TIGR02914	EpsI family protein
TIGR02728	spore coat protein GerQ
TIGR03409	urea ABC transporter, permease protein UrtB
TIGR01023	ribosomal protein L33
TIGR01218	Staphylococcus aureus paralogous family TIGR01218
TIGR03158	CRISPR-associated helicase, Cyano-type
TIGR03479	DMSO reductase family type II enzyme, molybdopterin subunit
TIGR01655	conserved hypothetical protein
TIGR03826	flagellar operon protein TIGR03826
TIGR02001	conserved hypothetical protein
TIGR00011	ybaK/ebsC protein
TIGR00299	conserved hypothetical protein TIGR00299
TIGR00072	hydrogenase maturation protease
TIGR00943	monovalent cation:proton antiporter
TIGR03771	anchored repeat-type ABC transporter, ATP-binding subunit
TIGR03805	parallel beta-helix repeat-containing protein
TIGR00658	ornithine carbamoyltransferase
TIGR00617	replication factor-a protein 1 (rpa1)
TIGR00693	thiamine-phosphate pyrophosphorylase
TIGR03022	Undecaprenyl-phosphate galactose phosphotransferase, WbaP
TIGR01929	naphthoate synthase
TIGR01567	S-layer-related duplication domain
TIGR01597	Plasmodium yoelii subtelomeric family PYST-B
TIGR02307	RNA ligase, Rnl2 family
TIGR02631	xylose isomerase
TIGR03491	putative RecB family nuclease, TM0106 family
TIGR03780	Bacteroides conjugative transposon TraN protein
TIGR00950	Carboxylate/Amino Acid/Amine Transporter
TIGR00991	GTP-binding protein
TIGR03436	VWFA-related Acidobacterial domain
TIGR03778	VPDSG-CTERM exosortase interaction domain
TIGR00977	2-isopropylmalate synthase/homocitrate synthase family protein
TIGR03278	putative methanogenesis marker protein 10
TIGR02918	accessory Sec system glycosylation protein GtfA
TIGR03017	chain length determinant protein EpsF
TIGR02549	CRISPR-associated DxTHG motif protein
TIGR00740	putative methyltransferase
TIGR02758	type IV conjugative transfer system pilin TraA
TIGR03380	agmatine deiminase
TIGR00445	phospho-N-acetylmuramoyl-pentapeptide-transferase
TIGR00302	phosphoribosylformylglycinamidine synthase, purS protein
TIGR02393	RNA polymerase sigma factor RpoD
TIGR02295	3,4-dihydroxyphenylacetate 2,3-dioxygenase
TIGR02206	conserved hypothetical integral membrane protein TIGR02206
TIGR01067	ribosomal protein L14
TIGR01981	FeS assembly protein SufD
TIGR00576	dUTP diphosphatase
TIGR00951	Lysosomal Cystine Transporter
TIGR03814	glutaminase A
TIGR01995	PTS system, beta-glucoside-specific IIABC component
TIGR00391	hydrogenase (NiFe) small subunit (hydA)
TIGR02646	conserved hypothetical protein TIGR02646
TIGR00876	transaldolase
TIGR01038	ribosomal protein L22
TIGR02754	nickel-type superoxide dismutase maturation protease
TIGR01703	hydroxylamine reductase
TIGR03712	accessory Sec system protein Asp2
TIGR01243	AAA family ATPase, CDC48 subfamily
TIGR03434	Acidobacterial duplicated orphan permease
TIGR02054	mercuric resistence transcriptional repressor protein MerD
TIGR01706	periplasmic nitrate reductase, large subunit
TIGR01242	26S proteasome subunit P45 family
TIGR03029	chain length determinant protein tyrosine kinase EpsG
TIGR01206	lysine biosynthesis protein LysW
TIGR00647	conserved hypothetical protein
TIGR01799	chorismate mutase
TIGR01529	arginine repressor
TIGR01087	UDP-N-acetylmuramoylalanine--D-glutamate ligase
TIGR02078	putative Pyrococcus aspartate kinase subunit
TIGR02155	phenylacetate-CoA ligase
TIGR00101	urease accessory protein UreG
TIGR01230	agmatinase
TIGR01050	ribosomal protein S19
TIGR02930	V-containing nitrogenase, delta subunit
TIGR02284	conserved hypothetical protein
TIGR02531	TrpR homolog YerC/YecD
TIGR01643	YD repeat (two copies)
TIGR01754	putative ribonucleotide reductase-associated flavodoxin
TIGR00472	phenylalanyl-tRNA synthetase, beta subunit
TIGR01572	Arabidopsis paralogous family TIGR01572
TIGR03788	marine proteobacterial sortase target protein
TIGR02473	flagellar export protein FliJ
TIGR00640	methylmalonyl-CoA mutase C-terminal domain
TIGR00149	secondary thiamine-phosphate synthase enzyme
TIGR03507	decaheme c-type cytochrome, OmcA/MtrC family
TIGR02369	trimethylamine:corrinoid methyltransferase
TIGR03775	Rickettsial palindromic element RPE3 domain
TIGR02065	exosome complex exonuclease 1
TIGR00156	conserved hypothetical protein TIGR00156
TIGR00281	segregation and condensation protein B
TIGR03783	Bacteroides conjugation system ATPase, TraG family
TIGR01614	pectinesterase inhibitor domain
TIGR00715	precorrin-6x reductase
TIGR00065	cell division protein FtsZ
TIGR03658	haptoglobin-binding heme uptake protein HarA
TIGR00374	conserved hypothetical protein
TIGR02432	tRNA(Ile)-lysidine synthetaseAU  Haft DHTC  80.00 80.00NC  40.00 40.00AL  clustalw_manualIT  equivalog_domainEN  tRNA(Ile)-lysidine synthetase, N-terminal domainGS  tilSEC  6.3.4.-TP  TIGRFAMsCC  The only examples in which the wobble position of a tRNA must discriminate between G and A of mRNA are AUA (Ile) vs. AUG (Met) and UGA (stop) vs. UGG (Trp). In all bacteria, the wobble position of the tRNA(Ile) recognizing 
TIGR03328	methylthioribulose-1-phosphate dehydratase
TIGR03407	urea ABC transporter, urea binding protein
TIGR01554	phage major capsid protein, HK97 family
TIGR03718	integral membrane protein, TerC family
TIGR02747	type IV conjugative transfer system protein TraV
TIGR03480	hopanoid biosynthesis associated RND transporter like protein HpnN
TIGR00010	hydrolase, TatD family
TIGR03294	coenzyme F420 hydrogenase, subunit gamma
TIGR02821	S-formylglutathione hydrolase
TIGR02035	D-serine ammonia-lyase
TIGR01526	nicotinamide-nucleotide adenylyltransferase
TIGR03626	archaeal ribosomal protein L3
TIGR01265	tyrosine/nicotianamine aminotransferases
TIGR01380	glutathione synthase
TIGR01090	adenine phosphoribosyltransferase
TIGR03361	type VI secretion system Vgr family protein
TIGR03799	putative pyridoxal-dependent aspartate 1-decarboxylase
TIGR01645	poly-U binding splicing factor, half-pint family
TIGR02981	phage shock operon rhodanese PspE
TIGR01274	1-aminocyclopropane-1-carboxylate deaminase
TIGR02319	carboxyvinyl-carboxyphosphonate phosphorylmutase
TIGR02584	CRISPR-associated protein, NE0113 family
TIGR00786	TRAP transporter, DctM subunit
TIGR01774	pyruvate formate-lyase
TIGR00108	peptide chain release factor eRF/aRF, subunit 1
TIGR01647	plasma-membrane proton-efflux P-type ATPase
TIGR01316	glutamate synthase (NADPH), homotetrameric
TIGR03369	cellulose biosynthesis protein BcsE
TIGR03845	sulfopyruvate decarboxylase, alpha subunit
TIGR01347	dihydrolipoyllysine-residue succinyltransferase, E2 component of oxoglutarate dehydrogenase (succinyl-transferring) complex
TIGR02238	meiotic recombinase Dmc1
TIGR00526	FolB domain
TIGR02800	Tol-Pal system beta propeller repeat protein TolB
TIGR00358	VacB and RNase II family 3'-5' exoribonucleases
TIGR03782	Bacteroides conjugative transposon TraJ protein
TIGR00084	Holliday junction DNA helicase RuvA
TIGR01178	adenine deaminase
TIGR00949	Homoserine/Threonine efflux protein
TIGR00079	peptide deformylase
TIGR02537	archaeal flagellin N-terminal-like domain
TIGR00269	conserved hypothetical protein TIGR00269
TIGR02010	iron-sulfur cluster assembly transcription factor IscR
TIGR02235	1,4-dihydroxy-2-naphthoate phytyltransferase
TIGR02223	cell division protein FtsN
TIGR01388	ribonuclease D
TIGR00353	cytochrome c-type biogenesis protein CcmF
TIGR01823	aminodeoxychorismate synthase
TIGR00994	chloroplast protein import component, Tic20 family
TIGR01856	histidinol phosphate phosphatase HisJ family
TIGR00575	DNA ligase, NAD-dependent
TIGR01598	holin, phage phi LC3 family
TIGR02502	type III secretion protein, YscX family
TIGR03872	cytochrome c(L), periplasmic
TIGR01266	fumarylacetoacetase
TIGR01903	CRISPR-associated RAMP protein, Csm4 family
TIGR02180	Glutaredoxin
TIGR02995	ectoine/hydroxyectoine ABC transporter solute-binding protein EhuB
TIGR02975	phage shock protein G
TIGR03309	selenium-dependent molybdenum hydroxylase system protein, YqeB family
TIGR02883	N-acetylmuramoyl-L-alanine amidase CwlD
TIGR01879	amidase, hydantoinase/carbamoylase family
TIGR02542	Bacteroides forsythus 147-residue repeat
TIGR01048	diaminopimelate decarboxylase
TIGR03351	phosphonatase-like hydrolase
TIGR02358	probable hydroxymethylpyrimidine transporter CytX
TIGR02945	FeS assembly SUF system protein
TIGR01198	6-phosphogluconolactonase
TIGR03733	lantibiotic protection ABC transporter permease subunit, MutG family
TIGR00896	cyanate transporter
TIGR01059	DNA gyrase, B subunit
TIGR03482	DMSO reductase family type II enzyme chaperone
TIGR00333	nrdI protein
TIGR00627	transcription factor tfb4
TIGR03001	RNA polymerase sigma-70 factor, Myxococcales family 1
TIGR03579	conserved hypothetical protein EF_0833/AHA_3914
TIGR03691	proteasome, alpha subunit
TIGR00021	ribose 5-phosphate isomerase A
TIGR01878	CRISPR-associated protein, Csa5 family
TIGR00777	alkylhydroperoxidase, AhpD family
TIGR02724	phenylphosphate carboxylase, beta subunit
TIGR00618	exonuclease SbcC
TIGR02300	conserved hypothetical protein TIGR02300
TIGR02384	addiction module antitoxin, RelB/DinJ family
TIGR03562	peroxiredoxin, OsmC subfamily
TIGR03834	EAGR box
TIGR02712	urea carboxylase
TIGR01133	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
TIGR01677	plant-specific FAD-dependent oxidoreductase
TIGR00468	phenylalanyl-tRNA synthetase, alpha subunit
TIGR01142	phosphoribosylglycinamide formyltransferase 2
TIGR03697	global nitrogen regulator NtcA
TIGR02420	RNA polymerase-binding protein DksA
TIGR00517	acyl carrier protein
TIGR01769	geranylgeranylglyceryl phosphate synthase
TIGR01838	poly(R)-hydroxyalkanoic acid synthase, class I
TIGR00399	methionyl-tRNA synthetase, beta subunit
TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
TIGR02132	polyhydroxyalkanoic acid synthase, PhaR subunit
TIGR01132	phosphoglucomutase, alpha-D-glucose phosphate-specific
TIGR02017	N-formylglutamate deformylase
TIGR02807	CRISPR-associated protein, Cas6-related
TIGR02628	L-fuculokinase
TIGR00095	RNA methyltransferase, RsmD family
TIGR00796	branched-chain amino acid transport system II carrier protein
TIGR00259	membrane complex biogenesis protein, BtpA family
TIGR00431	tRNA pseudouridine synthase B
TIGR03673	50S ribosomal protein L14P
TIGR00760	L-ribulose-5-phosphate 4-epimerase
TIGR00263	tryptophan synthase, beta subunit
TIGR02819	formaldehyde dehydrogenase, glutathione-independent
TIGR02966	phosphate regulon sensor kinase PhoR
TIGR00317	cobalamin 5'-phosphate synthase
TIGR03129	formylmethanofuran dehydrogenase subunit B
TIGR02248	DNA mismatch repair endonuclease MutH
TIGR02239	DNA repair protein RAD51
TIGR03402	cysteine desulfurase NifS
TIGR03795	conserved hypothetical protein, BMA_0021 family
TIGR01385	transcription elongation factor S-II
TIGR00703	conserved hypothetical protein TIGR00703
TIGR02458	cobalt transporter subunit CbtA (proposed)
TIGR01368	carbamoyl-phosphate synthase, small subunit
TIGR01550	death-on-curing family protein
TIGR00905	transporter, basic amino acid/polyamine antiporter (APA) family
TIGR00252	conserved hypothetical protein TIGR00252
TIGR01806	putative chorismate mutase
TIGR02611	conserved hypothetical protein TIGR02611
TIGR01163	ribulose-phosphate 3-epimerase
TIGR00559	pyridoxine 5'-phosphate synthase
TIGR01473	protoheme IX farnesyltransferase
TIGR01101	V-type ATPase, F subunit
TIGR02528	ethanolamine utilization protein, EutP
TIGR01280	exodeoxyribonuclease VII, small subunit
TIGR03781	Bacteroides conjugative transposon TraK protein
TIGR01863	CRISPR-associated protein, Csd1 family
TIGR03109	exosortase 1
TIGR03185	DNA sulfur modification protein DndD
TIGR03215	acetaldehyde dehydrogenase (acetylating)
TIGR02752	2-heptaprenyl-1,4-naphthoquinone methyltransferase
TIGR02674	CRISPR-associated RAMP protein, Csx10 family
TIGR02797	tonB-system energizer ExbB
TIGR02034	sulfate adenylyltransferase, large subunit
TIGR02599	Verrucomicrobium spinosum paralogous family TIGR02599
TIGR03693	putative thiazole-containing bacteriocin maturation protein
TIGR02142	molybdate ABC transporter, ATP-binding protein
TIGR00916	protein-export membrane protein, SecD/SecF family
TIGR01553	formate dehydrogenase, alpha subunit
TIGR00859	sodium channel transporter
TIGR01820	anthranilate synthase component I
TIGR02027	DNA-directed RNA polymerase, alpha subunit
TIGR01499	bifunctional protein FolC
TIGR01472	GDP-mannose 4,6-dehydratase
TIGR02737	cytochrome c oxidase assembly factor CtaG
TIGR01687	MoaD family protein
TIGR02050	uncharacterized enzyme
TIGR00688	protein RarD
TIGR02592	CRISPR-associated protein Cas5, Hmari subtype
TIGR00335	putative DNA primase, eukaryotic-type, small subunit
TIGR01365	phosphoserine aminotransferase
TIGR02088	isopropylmalate/isohomocitrate dehydrogenases
TIGR03853	probable metal-binding protein
TIGR02336	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase
TIGR00320	desulfoferrodoxin
TIGR03331	S-adenosylmethionine decarboxylase proenzyme
TIGR03248	galactarate dehydratase
TIGR02910	sulfite reductase, subunit A
TIGR00058	hemerythrin family non-heme iron proteins
TIGR00773	Na+/H+ antiporter NhaA
TIGR03729	putative phosphoesterase
TIGR03747	integrating conjugative element membrane protein, PFL_4697 family
TIGR03614	pyrimidine utilization protein B
TIGR02366	probable dihydroxyacetone kinase regulator
TIGR02371	alanine dehydrogenase
TIGR00774	Na+/H+ antiporter NhaB
TIGR00481	Raf kinase inhibitor-like protein, YbhB/YbcL family
TIGR03342	sulfur relay protein, TusE/DsrC/DsvC family
TIGR03564	F420-dependent oxidoreductase, MSMEG_4879 family
TIGR01106	Na,H/K antiporter P-type ATPase, alpha subunit
TIGR00823	PTS system, lactose-specific IIa component
TIGR00045	glycerate kinase
TIGR00274	N-acetylmuramic acid 6-phosphate etherase
TIGR02193	lipopolysaccharide heptosyltransferase I
TIGR00032	argininosuccinate synthase
TIGR03767	metallophosphoesterase, PPA1498 family
TIGR02589	CRISPR-associated protein, Csd2 family
TIGR00151	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
TIGR03162	alpha-ribazole phosphatase
TIGR01664	DNA 3'-phosphatase
TIGR02922	conserved hypothetical protein TIGR02922
TIGR02080	O-succinylhomoserine (thiol)-lyase
TIGR01768	geranylgeranylglyceryl phosphate synthase family protein
TIGR03397	acid phosphatase, Burkholderia-type
TIGR02377	Rieske [2Fe-2S] domain protein, MocE subfamily
TIGR00423	radical SAM domain protein, CofH subfamily
TIGR00729	ribonuclease HII
TIGR02638	lactaldehyde reductase
TIGR02844	sporulation transcriptional regulator SpoIIID
TIGR00247	conserved hypothetical protein, YceG family
TIGR03453	plasmid partitioning protein RepA
TIGR02822	zinc-binding alcohol dehydrogenase family protein
TIGR02107	coenzyme PQQ biosynthesis protein A
TIGR01052	DNA topoisomerase VI, B subunit
TIGR01639	Plasmodium falciparum uncharacterized domain TIGR01639
TIGR00400	magnesium transporter
TIGR02036	D-serine deaminase transcriptional activator
TIGR01057	DNA topoisomerase I
TIGR01818	nitrogen regulation protein NR(I)
TIGR02620	putative CRISPR-associated protein, VVA1548 family
TIGR00908	ethanolamine permease
TIGR03401	HD domain protein, cyanamide hydratase family
TIGR02746	type-IV secretion system protein TraC
TIGR03785	proteobacterial dedicated sortase system histidine kinase
TIGR02310	4-hydroxyphenylacetate 3-monooxygenase, oxygenase component
TIGR01515	1,4-alpha-glucan branching enzyme
TIGR00624	DNA-3-methyladenine glycosylase I
TIGR01901	filamentous haemagglutinin family N-terminal domain
TIGR03869	proposed F420-0 ABC transporter, permease protein
TIGR03258	2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT
TIGR00078	nicotinate-nucleotide diphosphorylase (carboxylating)
TIGR01604	Plasmodium yoelii subtelomeric domain PYST-C2
TIGR03700	putative menaquinone biosynthesis protein, SCO4494 family
TIGR02404	trehalose operon repressor
TIGR01955	transcriptional activator RfaH
TIGR03173	xanthine permease
TIGR01275	pyridoxal phosphate-dependent enzymes, D-cysteine desulfhydrase family
TIGR00383	magnesium and cobalt transport protein CorA
TIGR01348	dihydrolipoyllysine-residue acetyltransferase
TIGR01994	SUF system FeS assembly protein, NifU family
TIGR03547	mutatrotase, YjhT family
TIGR01031	ribosomal protein L32
TIGR00632	DNA mismatch endonuclease Vsr
TIGR03004	ectoine/hydroxyectoine ABC transporter, permease protein EhuC
TIGR00945	twin arginine-targeting protein translocase TatC
TIGR03669	urea ABC transporter, substrate-binding protein
TIGR02303	4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase, C-terminal subunit
TIGR01894	CRISPR-associated RAMP protein, Cmr1 family
TIGR02481	hemerythrin-like metal-binding domain
TIGR01545	HAD hydrolase, family IF
TIGR01492	Plasmodium falciparum CPW-WPC domain
TIGR00604	DNA repair helicase (rad3)
TIGR00001	ribosomal protein L35
TIGR01064	pyruvate kinase
TIGR00892	monocarboxylate transporter
TIGR03704	putative protein-(glutamine-N5) methyltransferase, unknown substrate-specific
TIGR01487	SPP-like hydrolase, Archaeal
TIGR01162	phosphoribosylaminoimidazole carboxylase, catalytic subunit
