PFAM_ACC	PFAM_Name	PFAM_desc
pfam07970	COPIIcoated_ERV	Endoplasmic reticulum vesicle transporter
pfam04738	Lant_dehydr_N	Lantibiotic dehydratase, C terminus
pfam07369	DUF1488	Protein of unknown function (DUF1488)
pfam11502	BCL9	B-cell lymphoma 9 protein
pfam02102	Peptidase_M35	Deuterolysin metalloprotease (M35) family
pfam16490	Oxidoreduct_C	Putative oxidoreductase C terminal domain
pfam11033	ComJ	Competence protein J (ComJ)
pfam10550	Toxin_36	Conantokin-G mollusc-toxin
pfam16713	EAGR_box	Enriched in aromatic and glycine Residues box
pfam07024	ImpE	ImpE protein
pfam07726	AAA_3	ATPase family associated with various cellular activities (AAA)
pfam11053	DNA_Packaging	Terminase DNA packaging enzyme
pfam15579	Imm52	Immunity protein 52
pfam15425	DUF4627	Domain of unknown function (DUF4627)
pfam13015	PRKCSH_1	Glucosidase II beta subunit-like protein
pfam12007	DUF3501	Protein of unknown function (DUF3501)
pfam13563	2_5_RNA_ligase2	2'-5' RNA ligase superfamily
pfam07126	ZapC	Cell-division protein ZapC
pfam09168	PepX_N	X-Prolyl dipeptidyl aminopeptidase PepX, N-terminal
pfam16689	APC_N_CC	Coiled-coil N-terminus of APC, dimerisation domain
pfam04634	DUF600	Protein of unknown function, DUF600
pfam04487	CITED	CITED
pfam16985	DUF5086	Domain of unknown function (DUF5086)
pfam04858	TH1	TH1 protein
pfam09994	DUF2235	Uncharacterized alpha/beta hydrolase domain (DUF2235)
pfam08989	DUF1896	Domain of unknown function (DUF1896)
pfam13624	SurA_N_3	SurA N-terminal domain
pfam13145	Rotamase_2	PPIC-type PPIASE domain
pfam07321	YscO	Type III secretion protein YscO
pfam08936	CsoSCA	Carboxysome Shell Carbonic Anhydrase
pfam07373	CAMP_factor	CAMP factor (Cfa)
pfam05225	HTH_psq	helix-turn-helix, Psq domain
pfam12186	AcylCoA_dehyd_C	Acyl-CoA dehydrogenase C terminal
pfam12628	Inhibitor_I71	Falstatin, cysteine peptidase inhibitor
pfam13642	DUF4144	protein structure with unknown function
pfam07741	BRF1	Brf1-like TBP-binding domain
pfam09459	EB_dh	Ethylbenzene dehydrogenase
pfam13275	S4_2	S4 domain
pfam08772	NOB1_Zn_bind	Nin one binding (NOB1) Zn-ribbon like
pfam03221	HTH_Tnp_Tc5	Tc5 transposase DNA-binding domain
pfam05894	Podovirus_Gp16	Podovirus DNA encapsidation protein (Gp16)
pfam04821	TIMELESS	Timeless protein
pfam11102	YjbF	Group 4 capsule polysaccharide lipoprotein gfcB, YjbF
pfam00335	Tetraspannin	Tetraspanin family
pfam14156	AbbA_antirepres	Antirepressor AbbA
pfam09404	DUF2003	Eukaryotic protein of unknown function (DUF2003)
pfam14052	Caps_assemb_Wzi	Capsule assembly protein Wzi
pfam16396	DUF5005	Domain of unknown function (DUF5005)
pfam14512	TM1586_NiRdase	Putative TM nitroreductase
pfam10372	YojJ	Bacterial membrane-spanning protein N-terminus
pfam05127	Helicase_RecD	Helicase
pfam13718	GNAT_acetyltr_2	GNAT acetyltransferase 2
pfam13725	tRNA_bind_2	Possible tRNA binding domain
pfam15375	DUF4602	Domain of unknown function (DUF4602)
pfam08860	DUF1827	Domain of unknown function (DUF1827)
pfam04512	Baculo_PEP_N	Baculovirus polyhedron envelope protein, PEP, N terminus
pfam06864	PAP_PilO	Pilin accessory protein (PilO)
pfam05435	Phi-29_GP3	Phi-29 DNA terminal protein GP3
pfam12728	HTH_17	Helix-turn-helix domain
pfam10715	REGB_T4	T4-page Endoribonuclease RegB
pfam16783	FANCM-MHF_bd	FANCM to MHF binding domain
pfam16800	Endopep_inhib	IseA DL-endopeptidase inhibitor
pfam06224	HTH_42	Winged helix DNA-binding domain
pfam01692	Paramyxo_C	Paramyxovirus non-structural protein C
pfam00844	Gemini_coat	Geminivirus coat protein/nuclear export factor BR1 family
pfam11952	XTBD	XRN-Two Binding Domain, XTBD
pfam16940	Tic110	Chloroplast envelope transporter
pfam16514	NADH-UOR_E	putative NADH-ubiquinone oxidoreductase chain E
pfam07822	Toxin_13	Neurotoxin B-IV-like protein
pfam11416	Syntaxin-5_N	Syntaxin-5 N-terminal, Sly1p-binding domain
pfam11699	CENP-C_C	Mif2/CENP-C like
pfam16461	Phage_TTP_12	Lambda phage tail tube protein, TTP
pfam16527	CpxA_peri	Two-component sensor protein CpxA, periplasmic domain
pfam16245	DUF4902	Domain of unknown function (DUF4902)
pfam17524	CnrY	anti-sigma factor CnrY
pfam06545	DUF1116	Protein of unknown function (DUF1116)
pfam16744	Zf_RING	KIAA1045 RING finger
pfam14465	NFRKB_winged	NFRKB Winged Helix-like
pfam16655	PhoD_N	PhoD-like phosphatase, N-terminal domain
pfam09423	PhoD	PhoD-like phosphatase
pfam01767	Birna_VP3	Birnavirus VP3 protein
pfam00747	Viral_DNA_bp	ssDNA binding protein
pfam04803	Cor1	Cor1/Xlr/Xmr conserved region
pfam08947	BPS	BPS (Between PH and SH2)
pfam09325	Vps5	Vps5 C terminal like
pfam08758	Cadherin_pro	Cadherin prodomain like
pfam11793	FANCL_C	FANCL C-terminal domain
pfam05114	DUF692	Protein of unknown function (DUF692)
pfam11534	HTHP	Hexameric tyrosine-coordinated heme protein (HTHP)
pfam16851	Stomagen	Stomagen
pfam09630	DUF2024	Domain of unknown function (DUF2024)
pfam07022	Phage_CI_repr	Bacteriophage CI repressor helix-turn-helix domain
pfam08414	NADPH_Ox	Respiratory burst NADPH oxidase
pfam13103	TonB_2	TonB C terminal
pfam12016	Stonin2_N	Stonin 2
pfam17170	DUF5128	6-bladed beta-propeller
pfam10482	CtIP_N	Tumour-suppressor protein CtIP N-terminal domain
pfam04673	Cyclase_polyket	Polyketide synthesis cyclase
pfam09670	Cas_Cas02710	CRISPR-associated protein (Cas_Cas02710)
pfam10643	Cytochrome-c551	Photosystem P840 reaction-centre cytochrome c-551
pfam14488	DUF4434	Domain of unknown function (DUF4434)
pfam17134	DUF5109	Domain of unknown function (DUF5109)
pfam08519	RFC1	Replication factor RFC1 C terminal domain
pfam08022	FAD_binding_8	FAD-binding domain
pfam08030	NAD_binding_6	Ferric reductase NAD binding domain
pfam16219	DUF4879	Domain of unknown function (DUF4879)
pfam02691	VacA	Vacuolating cyotoxin
pfam11417	Inhibitor_G39P	Loader and inhibitor of phage G40P
pfam08002	DUF1697	Protein of unknown function (DUF1697)
pfam12181	MogR_DNAbind	DNA binding domain of the motility gene repressor (MogR)
pfam06581	p31comet	Mad1 and Cdc20-bound-Mad2 binding
pfam06373	CART	Cocaine and amphetamine regulated transcript protein (CART)
pfam13493	DUF4118	Domain of unknown function (DUF4118)
pfam04239	DUF421	Protein of unknown function (DUF421)
pfam12176	MtaB	Methanol-cobalamin methyltransferase B subunit
pfam16568	Sam68-YY	Tyrosine-rich domain of Sam68
pfam14804	Jag_N	Jag N-terminus
pfam13083	KH_4	KH domain
pfam16826	DUF5076	Domain of unknown function (DUF5076)
pfam06386	GvpL_GvpF	Gas vesicle synthesis protein GvpL/GvpF
pfam10392	COG5	Golgi transport complex subunit 5
pfam03333	PapB	Adhesin biosynthesis transcription regulatory protein
pfam07536	HWE_HK	HWE histidine kinase
pfam11606	AlcCBM31	Family 31 carbohydrate binding protein
pfam09224	DUF1961	Domain of unknown function (DUF1961)
pfam12112	DUF3579	Protein of unknown function (DUF3579)
pfam01056	Myc_N	Myc amino-terminal region
pfam14660	DUF4458	Domain of unknown function (DUF4458)
pfam03433	EspA	EspA-like secreted protein
pfam15963	Myb_DNA-bind_7	Myb DNA-binding like
pfam09683	Lactococcin_972	Bacteriocin (Lactococcin_972)
pfam16512	RhoGAP-FF1	p190-A and -B Rho GAPs FF domain
pfam00761	Polyoma_coat2	Polyomavirus coat protein
pfam08036	Antimicrobial_6	Diapausin family of antimicrobial peptide
pfam11591	2Fe-2S_Ferredox	Ferredoxin chloroplastic transit peptide
pfam11760	CbiG_N	Cobalamin synthesis G N-terminal
pfam16822	ALGX	SGNH hydrolase-like domain, acetyltransferase AlgX
pfam13399	LytR_C	LytR cell envelope-related transcriptional attenuator
pfam17047	SMP_LBD	Synaptotagmin-like mitochondrial-lipid-binding domain
pfam01519	DUF16	Protein of unknown function DUF16
pfam07336	ABATE	Putative stress-induced transcription regulator
pfam11706	zf-CGNR	CGNR zinc finger
pfam12204	DUF3598	Domain of unknown function (DUF3598)
pfam09263	PEX-2N	Peroxisome biogenesis factor 1, N-terminal
pfam09262	PEX-1N	Peroxisome biogenesis factor 1, N-terminal
pfam07400	IL11	Interleukin 11
pfam04278	Tic22	Tic22-like family
pfam12123	Amidase02_C	N-acetylmuramoyl-l-alanine amidase
pfam08639	SLD3	DNA replication regulator SLD3
pfam12702	Lipocalin_3	Lipocalin-like
pfam08833	Axin_b-cat_bind	Axin beta-catenin binding domain
pfam11437	Vanabin-2	Vanadium-binding protein 2
pfam05618	Zn_protease	Putative ATP-dependant zinc protease
pfam17226	MTA_R1	MTA R1 domain
pfam10731	Anophelin	Thrombin inhibitor from mosquito
pfam08492	SRP72	SRP72 RNA-binding domain
pfam10284	Luciferase_3H	Luciferase helical bundle domain
pfam10285	Luciferase_cat	Luciferase catalytic domain
pfam04849	HAP1_N	HAP1 N-terminal conserved region
pfam16326	ABC_tran_CTD	ABC transporter C-terminal domain
pfam16730	DnaGprimase_HBD	DnaG-primase C-terminal, helicase-binding domain
pfam16723	DUF5065	Domain of unknown function (DUF5065)
pfam13867	SAP30_Sin3_bdg	Sin3 binding region of histone deacetylase complex subunit SAP30
pfam13004	BACON	Putative binding domain, N-terminal
pfam06518	DUF1104	Protein of unknown function (DUF1104)
pfam03508	Connexin43	Gap junction alpha-1 protein (Cx43)
pfam12140	SLED	SLED domain
pfam04402	SIMPL	Protein of unknown function (DUF541)
pfam11415	Toxin_37	Antifungal peptide termicin
pfam08922	DUF1905	Domain of unknown function (DUF1905)
pfam07502	MANEC	MANEC domain
pfam06998	DUF1307	Protein of unknown function (DUF1307)
pfam04102	SlyX	SlyX
pfam11644	DUF3256	Protein of unknown function (DUF3256)
pfam17105	BRD4_CDT	C-terminal domain of bromodomain protein 4
pfam09461	PcF	Phytotoxin PcF protein
pfam13970	DUF4221	Domain of unknown function (DUF4221)
pfam08146	BP28CT	BP28CT (NUC211) domain
pfam01698	LFY_SAM	Floricaula / Leafy protein SAM domain
pfam09053	CagZ	CagZ
pfam11636	Troponin-I_N	Troponin I residues 1-32
pfam06366	FlhE	Flagellar protein FlhE
pfam05567	Neisseria_PilC	Neisseria PilC beta-propeller domain
pfam07508	Recombinase	Recombinase
pfam13408	Zn_ribbon_recom	Recombinase zinc beta ribbon domain
pfam04145	Ctr	Ctr copper transporter family
pfam13200	DUF4015	Putative glycosyl hydrolase domain
pfam09153	DUF1938	Domain of unknown function (DUF1938)
pfam04344	CheZ	Chemotaxis phosphatase, CheZ
pfam14279	HNH_5	HNH endonuclease
pfam14544	DUF4443	Domain of unknown function (DUF4443)
pfam08974	DUF1877	Domain of unknown function (DUF1877)
pfam03959	FSH1	Serine hydrolase (FSH1)
pfam09246	PHAT	PHAT
pfam16856	CDC4_D	Cell division control protein 4 dimerisation domain
pfam08144	CPL	CPL (NUC119) domain
pfam07766	LETM1	LETM1-like protein
pfam04848	Pox_A22	Poxvirus A22 protein
pfam09426	Nyv1_N	Vacuolar R-SNARE Nyv1 N terminal
pfam13467	RHH_4	Ribbon-helix-helix domain
pfam08252	Leader_CPA1	arg-2/CPA1 leader peptide
pfam08037	Attractin	Attractin family
pfam09659	Cas_Csm6	CRISPR-associated protein (Cas_Csm6)
pfam07464	ApoLp-III	Apolipophorin-III precursor (apoLp-III)
pfam04296	DUF448	Protein of unknown function (DUF448)
pfam04637	Herpes_pp85	Herpesvirus phosphoprotein 85 (HHV6-7 U14/HCMV UL25)
pfam08788	NHR2	NHR2 domain like
pfam06977	SdiA-regulated	SdiA-regulated
pfam06005	ZapB	Cell division protein ZapB
pfam04180	LTV	Low temperature viability protein
pfam12200	DUF3597	Domain of unknown function (DUF3597)
pfam09179	TilS	TilS substrate binding domain
pfam01930	Cas_Cas4	Domain of unknown function DUF83
pfam12423	KIF1B	Kinesin protein 1B
pfam09036	Bcr-Abl_Oligo	Bcr-Abl oncoprotein oligomerisation domain
pfam16109	DUF4827	Domain of unknown function (DUF4827)
pfam06605	Prophage_tail	Prophage endopeptidase tail
pfam08521	2CSK_N	Two-component sensor kinase N-terminal
pfam16807	DUF5072	Domain of unknown function (DUF5072)
pfam05627	AvrRpt-cleavage	Cleavage site for pathogenic type III effector avirulence factor Avr
pfam11620	GABP-alpha	GA-binding protein alpha chain
pfam01110	CNTF	Ciliary neurotrophic factor
pfam11015	DUF2853	Protein of unknown function (DUF2853)
pfam11009	DUF2847	Protein of unknown function (DUF2847)
pfam16824	CBM_26	C-terminal carbohydrate-binding module
pfam17563	Cu	Cupiennin
pfam08021	FAD_binding_9	Siderophore-interacting FAD-binding domain
pfam04954	SIP	Siderophore-interacting protein
pfam09332	Mcm10	Mcm10 replication factor
pfam12125	Beta-TrCP_D	D domain of beta-TrCP
pfam15891	Nuc_deoxyri_tr2	Nucleoside 2-deoxyribosyltransferase like
pfam17176	tRNA_bind_3	tRNA-binding domain
pfam11989	Dsl1_C	Retrograde transport protein Dsl1 C terminal
pfam08314	Sec39	Secretory pathway protein Sec39
pfam04002	RadC	RadC-like JAB domain
pfam13347	MFS_2	MFS/sugar transport protein
pfam06662	C5-epim_C	D-glucuronyl C5-epimerase C-terminus
pfam07080	DUF1348	Protein of unknown function (DUF1348)
pfam16023	DUF4784	Domain of unknown function (DUF4784)
pfam09606	Med15	ARC105 or Med15 subunit of Mediator complex non-fungal
pfam16586	DUF5060	Domain of unknown function (DUF5060)
pfam16158	N_BRCA1_IG	Ig-like domain from next to BRCA1 gene
pfam04519	Bactofilin	Polymer-forming cytoskeletal
pfam09002	DUF1887	Domain of unknown function (DUF1887)
pfam09216	Pfg27	Pfg27
pfam12870	DUF4878	Domain of unknown function (DUF4878)
pfam17224	DUF5300	Domain of unknown function (DUF5300)
pfam04439	Adenyl_transf	Streptomycin adenylyltransferase
pfam07945	Toxin_16	Janus-atracotoxin
pfam06175	MiaE	tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)
pfam14631	FancD2	Fanconi anaemia protein FancD2 nuclease
pfam03991	Prion_octapep	Copper binding octapeptide repeat
pfam16540	MKLP1_Arf_bdg	Arf6-interacting domain of mitotic kinesin-like protein 1
pfam11426	Tn7_TnsC_Int	Tn7 transposition regulator TnsC
pfam08942	DUF1919	Domain of unknown function (DUF1919)
pfam11619	P53_C	Transcription factor P53 - C terminal domain
pfam15416	DUF4623	Domain of unknown function (DUF4623)
pfam07084	Spot_14	Thyroid hormone-inducible hepatic protein Spot 14
pfam16472	DUF5050	Domain of unknown function (DUF5050)
pfam11127	DUF2892	Protein of unknown function (DUF2892)
pfam11724	YvbH_ext	YvbH-like oligomerisation region
pfam06135	DUF965	Bacterial protein of unknown function (DUF965)
pfam08223	PaaX_C	PaaX-like protein C-terminal domain
pfam11627	HnRNPA1	Nuclear factor hnRNPA1
pfam05166	YcgL	YcgL domain
pfam08587	UBA_2	Ubiquitin associated domain (UBA)
pfam03438	Pneumo_NS1	Pneumovirus NS1 protein
pfam06169	DUF982	Protein of unknown function (DUF982)
pfam06257	VEG	Biofilm formation stimulator VEG
pfam02021	UPF0102	Uncharacterised protein family UPF0102
pfam09194	Endonuc-BsobI	Restriction endonuclease BsobI
pfam04012	PspA_IM30	PspA/IM30 family
pfam07273	DUF1439	Protein of unknown function (DUF1439)
pfam12401	DUF3662	Protein of unknown function (DUF2662)
pfam06187	DUF993	Protein of unknown function (DUF993)
pfam16798	DUF5069	Domain of unknown function (DUF5069)
pfam07933	DUF1681	Protein of unknown function (DUF1681)
pfam03886	ABC_trans_aux	ABC-type transport auxiliary lipoprotein component
pfam08705	Gag_p6	Gag protein p6
pfam05625	PAXNEB	PAXNEB protein
pfam10483	Elong_Iki1	Elongator subunit Iki1
pfam02035	Coagulin	Coagulin
pfam13660	DUF4147	Domain of unknown function (DUF4147)
pfam05161	MOFRL	MOFRL family
pfam08189	Meleagrin	Meleagrin/Cygnin family
pfam04847	Calcipressin	Calcipressin
pfam05050	Methyltransf_21	Methyltransferase FkbM domain
pfam08609	Fes1	Nucleotide exchange factor Fes1
pfam09629	YorP	YorP protein
pfam17331	GFD1	GFD1 mRNA transport factor
pfam16700	SNCAIP_SNCA_bd	Synphilin-1 alpha-Synuclein-binding domain
pfam00052	Laminin_B	Laminin B (Domain IV)
pfam04793	Herpes_BBRF1	BRRF1-like protein
pfam10690	Myticin-prepro	Myticin pre-proprotein from the mussel
pfam08786	DcrB	DcrB
pfam12331	DUF3636	Protein of unknown function (DUF3636)
pfam07866	DUF1653	Protein of unknown function (DUF1653)
pfam09738	LRRFIP	LRRFIP family
pfam11607	DUF3247	Protein of unknown function (DUF3247)
pfam05806	Noggin	Noggin
pfam13338	AbiEi_4	Transcriptional regulator, AbiEi antitoxin
pfam09407	AbiEi_1	AbiEi antitoxin C-terminal domain
pfam11554	DUF3232	Protein of unknown function (DUF3232)
pfam04027	DUF371	Domain of unknown function (DUF371)
pfam09287	CEP1-DNA_bind	CEP-1, DNA binding
pfam09638	Ph1570	Ph1570 protein
pfam02069	Metallothio_Pro	Prokaryotic metallothionein
pfam12239	DUF3605	Protein of unknown function (DUF3605)
pfam03451	HELP	HELP motif
pfam14569	zf-UDP	Zinc-binding RING-finger
pfam04678	MCU	Mitochondrial calcium uniporter
pfam12544	LAM_C	Lysine-2,3-aminomutase
pfam12884	TORC_N	Transducer of regulated CREB activity, N terminus
pfam14436	EndoU_bacteria	Bacterial EndoU nuclease
pfam05908	Gamma_PGA_hydro	Poly-gamma-glutamate hydrolase
pfam08783	DWNN	DWNN domain
pfam16918	PknG_TPR	Protein kinase G tetratricopeptide repeat
pfam03116	NQR2_RnfD_RnfE	NQR2, RnfD, RnfE family
pfam02508	Rnf-Nqr	Rnf-Nqr subunit, membrane protein
pfam12190	amfpi-1	Fungal protease inhibitor
pfam09230	DFF40	DNA fragmentation factor 40 kDa
pfam09159	Ydc2-catalyt	Mitochondrial resolvase Ydc2 / RNA splicing MRS1
pfam07078	FYTT	Forty-two-three protein
pfam09185	DUF1948	Domain of unknown function (DUF1948)
pfam04398	DUF538	Protein of unknown function, DUF538
pfam12328	Rpp20	Rpp20 subunit of nuclear RNase MRP and P
pfam09619	YscW	Type III secretion system lipoprotein chaperone (YscW)
pfam04287	DUF446	tRNA pseudouridine synthase C
pfam12210	Hrs_helical	Hepatocyte growth factor-regulated tyrosine kinase substrate
pfam08946	Osmo_CC	Osmosensory transporter coiled coil
pfam02517	Abi	CAAX protease self-immunity
pfam08596	Lgl_C	Lethal giant larvae(Lgl) like, C-terminal
pfam08968	DUF1885	Domain of unknown function (DUF1885)
pfam05167	DUF711	Uncharacterised ACR (DUF711)
pfam08954	Trimer_CC	Trimerisation motif
pfam08406	CbbQ_C	CbbQ/NirQ/NorQ C-terminal
pfam03192	DUF257	Pyrococcus protein of unknown function, DUF257
pfam02702	KdpD	Osmosensitive K+ channel His kinase sensor domain
pfam12610	SOCS	Suppressor of cytokine signalling
pfam04500	FLYWCH	FLYWCH zinc finger domain
pfam06475	Glycolipid_bind	Putative glycolipid-binding
pfam11954	DUF3471	Domain of unknown function (DUF3471)
pfam10462	Peptidase_M66	Peptidase M66
pfam11461	RILP	Rab interacting lysosomal protein
pfam01893	UPF0058	Uncharacterised protein family UPF0058
pfam08929	DUF1911	Domain of unknown function (DUF1911)
pfam14525	AraC_binding_2	AraC-binding-like domain
pfam15245	VGLL4	Transcription cofactor vestigial-like protein 4
pfam11608	Limkain-b1	Limkain b1
pfam08073	CHDNT	CHDNT (NUC034) domain
pfam05109	Herpes_BLLF1	Herpes virus major outer envelope glycoprotein (BLLF1)
pfam01529	DHHC	DHHC palmitoyltransferase
pfam11537	DUF3227	Protein of unknown function (DUF3227)
pfam16016	DUF4782	Domain of unknown function (DUF4782)
pfam10153	Efg1	rRNA-processing protein Efg1
pfam09763	Sec3_C	Exocyst complex component Sec3
pfam15469	Sec5	Exocyst complex component Sec5
pfam04048	Sec8_exocyst	Sec8 exocyst complex component specific domain
pfam08700	Vps51	Vps51/Vps67
pfam02684	LpxB	Lipid-A-disaccharide synthetase
pfam09984	DUF2222	Uncharacterised signal transduction histidine kinase domain (DUF2222)
pfam12080	GldM_C	GldM C-terminal domain
pfam06311	NumbF	NUMB domain
pfam05452	Clavanin	Clavanin
pfam03037	KMP11	Kinetoplastid membrane protein 11
pfam16993	Asp1	Accessory Sec system protein Asp1
pfam12081	GldM_N	GldM N-terminal domain
pfam15432	Sec-ASP3	Accessory Sec secretory system ASP3
pfam12372	DUF3652	Huntingtin protein region
pfam11860	Muraidase	N-acetylmuramidase
pfam02683	DsbD	Cytochrome C biogenesis protein transmembrane region
pfam12819	Malectin_like	Carbohydrate-binding protein of the ER
pfam10764	Gin	Inhibitor of sigma-G Gin
pfam15550	Draxin	Draxin
pfam09783	Vac_ImportDeg	Vacuolar import and degradation protein
pfam12389	Peptidase_M73	Camelysin metallo-endopeptidase
pfam12174	RST	RCD1-SRO-TAF4 (RST) plant domain
pfam14664	RICTOR_N	Rapamycin-insensitive companion of mTOR, N-term
