Cid	A	B	C	D	E	NAME	FORMULA	EXACT_MASS	MOL_WEIGHT	REMARK	PubChem	ChEBI	ChEMBL	PDB.CCD	LIPIDMAPS	LipidBank	SEQUENCE
C07756						7-Aminocephalosporanic acid;///7-Aminocephalosporinic acid;///7-ACA;///(7R)-7-Aminocephalosporanate	C10H12N2O5S	272.0467	272.2777		9958	2255	CHEMBL1615585	4KR			
C07758						Bendroflumethiazide	C15H14F3N3O4S2	421.0378	421.4146	Same as: D00650	9960	3013	CHEMBL1684				
C07759						Benzthiazide	C15H14ClN3O4S3	430.9835	431.9374	Same as: D00651	9961	3047	CHEMBL1201039				
C07760						Brinzolamide	C12H21N3O5S3	383.0643	383.5072	Same as: D00652	9962	3176	CHEMBL220491	BZ1			
C07761						Cephalothin;///Cefalotin	C16H16N2O6S2	396.045	396.438	Same as: D07635	9963	124991	CHEMBL617	CLS			
C07763						Hydroflumethiazide	C8H8F3N3O4S2	330.9908	331.292	Same as: D00654	9965	5784	CHEMBL1763	HFZ			
C07764						Methazolamide	C5H8N4O3S2	236.0038	236.272	Same as: D00655	9966	6822	CHEMBL19				
C07765						Methyclothiazide	C9H11Cl2N3O4S2	358.9568	360.2373	Same as: D00656	9967	6847	CHEMBL1577				
C07766						Polythiazide	C11H13ClF3N3O4S3	438.9709	439.8818	Same as: D00657	9968	8327	CHEMBL1587				
C07767						Trichlormethiazide	C8H8Cl3N3O4S2	378.9022	380.6558	Same as: D00658	9969	9683	CHEMBL1054				
C07768						Azelastine	C22H24ClN3O	381.1608	381.8985	Same as: D07483	9970	2950	CHEMBL639				
C07773						Ambenonium	C28H42Cl2N4O2	536.2685	537.5647	ATC code: N07AA30///Drug group: DG00990	9975	2627	CHEMBL1652				
C07774						Azatadine	C20H22N2	290.1783	290.4021	Same as: D07482	9976	2946	CHEMBL946				
C07777						Buclizine	C28H33ClN2	432.2332	433.028	Same as: D07547	9979	3205	CHEMBL1201271				
C07778						Cetirizine	C21H25ClN2O3	388.1554	388.8878	Same as: D07662	9980	3561	CHEMBL1000				
C07783						Dexchlorpheniramine maleate;///d-Chlorpheniramine maleate	C16H19ClN2. C4H4O4	390.1346	390.8606	Same as: D00668	9985	4465	CHEMBL1200927				
C07784						Diphenhydramine hydrochloride	C17H21NO. HCl	291.139	291.8157	Same as: D00669	9986		CHEMBL1620				
C07785						Emedastine	C17H26N4O	302.2107	302.4145	Same as: D07890	9987	4779	CHEMBL594				
C07789						Olopatadine	C21H23NO3	337.1678	337.4122	Same as: D08293	9991	7769	CHEMBL1189432				
C07790						Phenindamine	C19H19N	261.1518	261.3609	Same as: D08353	9992	8065	CHEMBL278398				
C07792						Naratriptan	C17H25N3O2S	335.1667	335.4643	Same as: D08255	9994	7478	CHEMBL1278				
C07798						Dihydroergotamine	C33H37N5O5	583.2795	583.6774	Same as: D07837	10000	4562	CHEMBL1619386 CHEMBL1732 CHEMBL1740554	2GM			
C07805						Formoterol	C19H24N2O4	344.1736	344.4049	Same as: D07990	10007	5147 63082	CHEMBL1256786				
C07807						Pirbuterol	C12H20N2O3	240.1474	240.2988	Same as: D08387	10009	8245	CHEMBL1094966				
C07809						Flavoxate	C24H25NO4	391.1784	391.4596	Same as: D07961	10011	5088	CHEMBL1493				
C07811						Hexocyclium	C20H33N2O	317.2593	317.4888	ATC code: A03AB10///Drug group: DG00039	10013	5707	CHEMBL1201325				
C07813						Beclomethasone dipropionate;///Beclometasone dipropionate	C28H37ClO7	520.2228	521.0422	Same as: D00689	10015	3002	CHEMBL1200500				
C07814						Homatropine	C16H21NO3	275.1521	275.3428	ATC code: S01FA05///Drug group: DG01142	10016	5747	CHEMBL1618018				
C07815						Fluticasone	C22H27F3O4S	444.1582	444.5076	Same as: D07981	10017	5134	CHEMBL1201396				
C07816						Mometasone	C22H28Cl2O4	426.1365	427.3613	Same as: D08227	10018	6970	CHEMBL1201404				
C07817						Mometasone furoate	C27H30Cl2O6	520.1419	521.4295	Same as: D00690	10019		CHEMBL1161 CHEMBL290383	MOF			
C07818						Mepenzolate	C21H26NO3	340.1913	340.436	ATC code: A03AB12///Drug group: DG00040	10020	6752	CHEMBL524004				
C07819						Dyphylline;///Diprophylline	C10H14N4O4	254.1015	254.2426	Same as: D00691	10021	4728	CHEMBL1752				
C07825						Flumazenil	C15H14FN3O3	303.1019	303.2884	Same as: D00697	10027	5103	CHEMBL407	FYP			
C07826						Aprobarbital	C10H14N2O3	210.1004	210.2298	Same as: D00698	10028	2791	CHEMBL7863				
C07827						Butabarbital	C10H16N2O3	212.1161	212.2456	Same as: D03180	10029	3228	CHEMBL449				
C07829						Mephobarbital	C13H14N2O3	246.1004	246.2619	Same as: D00700	10031	6758	CHEMBL45029				
C07832						Ethinamate	C9H13NO2	167.0946	167.205	Same as: D00703	10034	4884	CHEMBL1576				
C07833						Ethchlorvynol	C7H9ClO	144.0342	144.5988	Same as: D00704	10035	4882	CHEMBL591				
C07834						Paraldehyde	C6H12O3	132.0786	132.1577	Same as: D00705	10036	27909	CHEMBL1410743				
C07836						D-glycero-beta-D-manno-Heptose 7-phosphate	C7H15O10P	290.0403	290.1618		10038	28723	CHEMBL481560	M7B			
C07837						Fomepizole;///4-Methylpyrazole	C4H6N2	82.0531	82.1038	Same as: D00707	10039	5141	CHEMBL1308	4PZ			
C07838						D-glycero-beta-D-manno-Heptose 1-phosphate	C7H15O10P	290.0403	290.1618		10040	28137					
C07839						Ethotoin	C11H12N2O2	204.0899	204.2252	Same as: D00708	10041	4888	CHEMBL1095				
C07840						Fosphenytoin	C16H15N2O6P	362.0668	362.2739	Same as: D07993	10042	5165	CHEMBL1201336				
C07841						Levetiracetam	C8H14N2O2	170.1055	170.209	Same as: D00709	10043	6437	CHEMBL1286				
C07844						Methohexital	C14H18N2O3	262.1317	262.3043	Same as: D04985	10046	102216	CHEMBL7413				
C07846						Thiamylal;///5-Allyl-5-(1-methylbutyl)-2-thiobarbituric acid	C12H18N2O2S	254.1089	254.3485	Same as: D06106	10048	9536	CHEMBL440				
C07849						Methantheline	C21H26NO3	340.1913	340.436	ATC code: A03AB07///Drug group: DG00036	10051	6817	CHEMBL1201264				
C07851						Oxyphencyclimine	C20H28N2O3	344.21	344.4479	Same as: D08325	10053	7868	CHEMBL1495				
C07852						Propiverine	C23H29NO3	367.2147	367.4813	Same as: D08441	10054	8493	CHEMBL1078261				
C07853						Clidinium	C22H26NO3	352.1913	352.4467		10055	3743	CHEMBL620				
C07861						Tridihexethyl	C21H36NO	318.2797	318.5166	ATC code: A03AB08///Drug group: DG00037	10063	9701	CHEMBL1201354				
C07862						Tridihexethyl iodide	C21H36NO. I	445.1842	445.4211		10064	9704	CHEMBL2107686				
C07864						Rabeprazole	C18H21N3O3S	359.1304	359.4426	Same as: D08463	10066	8768	CHEMBL1219				
C07865						Rabeprazole sodium	C18H20N3O3S. Na	381.1123	381.4245	Same as: D00724	10067	8769	CHEMBL1200930				
C07866						Dolasetron	C19H20N2O3	324.1474	324.3737	Same as: D07867	10068	4682	CHEMBL1237118 CHEMBL124754 CHEMBL2368925				
C07868						Metoclopramide	C14H22ClN3O2	299.1401	299.7964	Same as: D00726	10070	107736	CHEMBL86				
C07870						Bismuth subsalicylate	C7H5BiO4	361.9992	362.0926	Same as: D00728	10072	261649					
C07871						Difenoxin	C28H28N2O2	424.2151	424.5341	Same as: D03809	10073	4534	CHEMBL1201321				
C07872						Diphenoxylate	C30H32N2O2	452.2464	452.5873	Same as: D07861	10074	4639	CHEMBL1201294				
C07874						1,4-Bis(2-ethylhexyl) sulfosuccinate;///Docusate hydrogen	C20H38O7S	422.2338	422.5765		10076	534	CHEMBL1477036 CHEMBL3560710				
C07875						Butamben	C11H15NO2	193.1103	193.2423	Same as: D00730	10077	3231	CHEMBL127516				
C07876						Magnesium hydroxide;///Milk of magnesia	Mg(OH)2	57.9905	58.3197	Same as: D00731	10078	6637	CHEMBL1200718				
C07877						Chloroprocaine	C13H19ClN2O2	270.1135	270.7552	Same as: D07678	10079	3636	CHEMBL1179047				
C07879						Dibucaine	C20H29N3O2	343.226	343.4632	Same as: D00733	10081	247956	CHEMBL1086				
C07881						Dyclonine	C18H27NO2	289.2042	289.4125	Same as: D07881	10083		CHEMBL1201217				
C07884						Dextroamphetamine;///Dexamfetamine;///d-Amphetamine	C9H13N	135.1048	135.2062	Same as: D03740	10086	4469	CHEMBL612	1WE			
C07886						Brimonidine	C11H10BrN5	291.012	292.1346	Same as: D07540	10088	3175	CHEMBL844				
C07887						L-(-)-1-Butyl-2',6'-pipecoloxylidide;///Levobupivacaine	C18H28N2O	288.2202	288.4277	Same as: D08116	10089	6149	CHEMBL1201193				
C07889						Mephentermine	C11H17N	163.1361	163.2594	Same as: D08180	10091	6755	CHEMBL1201234				
C07890						Midodrine	C12H18N2O4	254.1267	254.2823	Same as: D08220	10092	6933	CHEMBL1201212				
C07892						Pramoxine;///Pramocaine	C17H27NO3	293.1991	293.4012	Same as: D08407	10094	8357	CHEMBL1198	PX9			
C07895						Propoxycaine	C16H26N2O3	294.1943	294.3892		10097	8496	CHEMBL1195				
C07897						Etanercept				Same as: D00742	10099						
C07898						Naphazoline hydrochloride	C14H14N2. HCl	246.0924	246.7353	Same as: D00743	10100	7470	CHEMBL1706				
C07899						Pemoline	C9H8N2O2	176.0586	176.172	Same as: D00744	10101	7953	CHEMBL1177				
C07903						Interleukin-2;///Aldesleukin				Same as: D00748	10105						
C07904						Phendimetrazine	C12H17NO	191.131	191.2695	Same as: D08347	10106	8059	CHEMBL1615439				
C07905						Leflunomide	C12H9F3N2O2	270.0616	270.2073	Same as: D00749	10107	6402	CHEMBL960				
C07906						Levamisole hydrochloride	C11H12N2S. HCl	240.0488	240.7523	Same as: D00750	10108	6433	CHEMBL1770				
C07908						Mycophenolate mofetil;///RS 61443	C23H31NO7	433.2101	433.4947	Same as: D00752	10110	8764	CHEMBL1456				
C07910						Thalidomide	C13H10N2O4	258.0641	258.2295	Same as: D00754	10112	9513	CHEMBL468				
C07911						Phenylpropanolamine;///(+-)-Phenylpropanolamine;///(R*,S*)-(+-)-alpha-(1-Aminoethyl)benzenemethanol;///(+-)-Norephedrine	C9H13NO	151.0997	151.2056	Same as: D08368	10113		CHEMBL136560 CHEMBL1574804				
C07912						Tetrahydrozoline;///Tetryzoline;///2-Tetralin-1-yl-4,5-dihydro-1H-imidazole	C13H16N2	200.1313	200.2795	Same as: D08578	10114	28674	CHEMBL1266				
C07913						Xylometazoline	C16H24N2	244.1939	244.3752	Same as: D08684	10115	10082	CHEMBL312448				
C07914						Levobunolol;///(-)-Bunolol	C17H25NO3	291.1834	291.3853	Same as: D08115	10116	6438	CHEMBL1201237				
C07915						Metipranolol	C17H27NO4	309.194	309.4006	Same as: D02374	10117	6897	CHEMBL1291				
C07919						Metocurine	C40H48N2O6	652.3512	652.8189		10121	6900	CHEMBL1259	CU9			
C07921						Metyrosine;///Metirosine	C10H13NO3	195.0895	195.2151	Same as: D00762	10123	6912	CHEMBL1200862				
C07927						Carisoprodol	C12H24N2O4	260.1736	260.33	Same as: D00768	10129	3419	CHEMBL1233				
C07928						Chlorphenesin	C9H11ClO3	202.0397	202.6348	ATC code: D01AE07	10130	3642	CHEMBL388751				
C07930						Chlorphenesin carbamate	C10H12ClNO4	245.0455	245.6596	Same as: D00770	10132	3643	CHEMBL607710				
C07931						Chlorzoxazone	C7H4ClNO2	168.9931	169.5652	Same as: D00771	10133	3655	CHEMBL1371	CLW			
C07933						Dantrolene sodium anhydrous	C14H9N4O5. Na	336.0471	336.2348		10135	4318	CHEMBL928				
C07934						Metaxalone	C12H15NO3	221.1052	221.2524	Same as: D00773	10136	6797	CHEMBL1079604				
C07935						Orphenadrine	C18H23NO	269.178	269.3813	Same as: D08305	10137	7789	CHEMBL900				
C07937						Riluzole	C8H5F3N2OS	234.0075	234.1983	Same as: D00775	10139	8863	CHEMBL744	657			
C07939						Amantadine hydrochloride	C10H17N. HCl	187.1128	187.7096	Same as: D00777	10141	2619	CHEMBL1255870 CHEMBL1569				
C07941						Biperiden	C21H29NO	311.2249	311.4611	Same as: D00779	10143	3112	CHEMBL1101				
C07943						Entacapone	C14H15N3O5	305.1012	305.286	Same as: D00781	10145	4798	CHEMBL953	PD9			
C07946						Botulinum toxin type A;///Botulin A				Same as: D00783	10147	3160					
C07949						Tolcapone	C14H11NO5	273.0637	273.2408	Same as: D00786	10150		CHEMBL1324	TCW			
C07952						Chlorpromazine hydrochloride;///Chloropromazine monohydrochloride	C17H19ClN2S. HCl	354.0724	355.3251	Same as: D00789	10153	3649	CHEMBL1713				
C07953						Chlorprothixene	C18H18ClNS	315.0848	315.8602	Same as: D00790	10154	3651 50931	CHEMBL908				
C07955						Fluphenazine enanthate;///Prolixin enanthate	C29H38F3N3O2S	549.2637	549.6911	Same as: D00792	10156	5125	CHEMBL1200951				
C07956						Fluphenazine depot;///Fluphenazine decanoate;///Prolixin decanoate	C32H44F3N3O2S	591.3106	591.7709	Same as: D00793	10157	5124	CHEMBL1200854				
C07964						Lithium carbonate	Li2CO3	74.0168	73.8909	Same as: D00801	10165	6504	CHEMBL1200826				
C07965						Tirofiban	C22H36N2O5S	440.2345	440.5966	Same as: D08607	10166	9605	CHEMBL916	AGG			
C07966						Cerivastatin	C26H34FNO5	459.2421	459.5503	Same as: D07661	10167	3558	CHEMBL1477				
C07967						Bithionol	C12H6Cl4O2S	353.8843	356.0518	Same as: D00802	10168	3131	CHEMBL290106	B1T			
C07968						Diethylcarbamazine;///N,N-Diethyl-4-methyl-1-piperazinecarboxamide	C10H21N3O	199.1685	199.2932	Same as: D07825	10169	4527	CHEMBL684				
C07973						Piperazine;///Diethylenediamine	C4H10N2	86.0844	86.1356	Same as: D00807	10174	28568	CHEMBL1412	PZE			
C07974						Suramin	C51H40N6O23S6	1296.0469	1297.2797		10175	45906	CHEMBL265502	SVR			
C07982						Imipramine hydrochloride	C19H24N2. HCl	316.1706	316.8682	Same as: D00815	10183	5882	CHEMBL1692				
C07995						Magnesium salicylate;///Magnesium salicylate anhydrous	C14H10MgO6	298.0328	298.5306		10196	6640	CHEMBL2106755				
C07996						Dehydroemetine	C29H38N2O4	478.2832	478.623	Same as: D00828	10197	4363	CHEMBL1697741				
C07997						Eflornithine;///DL-Ornithine, 2-(difluoromethyl)-	C6H12F2N2O2	182.0867	182.1685	Same as: D07883	10198	41948	CHEMBL830				
C07999						Furazolidone	C8H7N3O5	225.0386	225.1583	Same as: D00830	10200	5195	CHEMBL1103				
C08001						Melarsoprol	C12H15AsN6OS2	397.9965	398.3387	Same as: D00832	10202	6729	CHEMBL166				
C08002						Nifurtimox	C10H13N3O5S	287.0576	287.2923	Same as: D00833	10203	7566	CHEMBL290960				
C08005						Alfentanil	C21H32N6O3	416.2536	416.5172	Same as: D07122	10205	2569	CHEMBL634				
C08007						Buprenorphine	C29H41NO4	467.3036	467.6401	Same as: D07132	10207	3216	CHEMBL1907075 CHEMBL560511				
C08010						Dezocine	C16H23NO	245.178	245.3599	Same as: D00838	10210	4474	CHEMBL1685 CHEMBL3305515				
C08012						Levomethadyl acetate;///LAAM	C23H31NO2	353.2355	353.4977	Same as: D04716	10212	6441	CHEMBL1514				
C08018						Oxycodone	C18H21NO4	315.1471	315.3636	Same as: D05312	10218	7852	CHEMBL1740794 CHEMBL656				
C08019						Oxymorphone	C17H19NO4	301.1314	301.3371	Same as: D08323	10219	7865	CHEMBL963				
C08021						Remifentanil	C20H28N2O5	376.1998	376.4467	Same as: D08473	10221	8802	CHEMBL1005				
C08022						Sufentanil	C22H30N2O2S	386.2028	386.5508	Same as: D05938	10222	9316	CHEMBL658				
C08024						Hydrocodone;///Dihydrocodeinone	C18H21NO3	299.1521	299.3642	Same as: D08045	10224	5779	CHEMBL1457				
C08026						Oxycodone hydrochloride	C18H21NO4. HCl	351.1237	351.8246	Same as: D00847	10226	7859	CHEMBL1200890 CHEMBL1734772				
C08027						Nalmefene	C21H25NO3	339.1834	339.4281	Same as: D05111	10227	7457	CHEMBL982				
C08029						Methacycline hydrochloride	C22H22N2O8. HCl	478.1143	478.8796	Same as: D00849	10229	6806	CHEMBL2146123				
C08032						Quinupristin	C53H67N9O10S	1021.4732	1022.2184	Same as: D00852	10232	8732	CHEMBL1200649				
C08033						Dalfopristin	C34H50N4O9S	690.3299	690.8472	Same as: D00853	10233	4309					
C08034						Quinupristin-dalfopristin	C53H67N9O10S. C34H50N4O9S	1711.803	1713.0656	Same as: D00854	10234	8733	CHEMBL3137691				
C08037						Benzalkonium chloride;///Parasterol	C9H13NR. Cl			Same as: D00857	10237	3020					
C08038						Chlorhexidine gluconate;///Hibitane gluconate	C22H30Cl2N10. (C6H12O7)2	896.3198	897.7572	Same as: D00858	10238						
C08039						Hexachlorophene	C13H6Cl6O2	403.8499	406.9035	Same as: D00859	10239	5693	CHEMBL496	H3P			
C08040						Iodine aqueous;///Iodine-potassium iodide complex;///Potassium triiodide	KI3	419.6771	419.8117	Same as: D00860	10240	5948					
C08042						Nitrofurazone;///5-Nitro-2-furaldehyde semicarbazone	C6H6N4O4	198.0389	198.1362	Same as: D00862	10242	44368	CHEMBL869	NFZ			
C08043						Povidone-iodine;///Polyvinylpyrrolidone-iodine complex	xI2. (C6H9NO)n			Same as: D00863	10243	8347					
C08046						Kanamycin sulfate;///Kanamycin monosulfate	C18H36N4O11. H2SO4	582.2054	582.5771	Same as: D00866	10246	6109	CHEMBL1446				
C08050						Sulfamethizole	C9H10N4O2S2	270.0245	270.3313	Same as: D00870	10250	9331	CHEMBL1191				
C08051						Sulfacetamide sodium anhydrous	C8H9N2O3S. Na	236.0232	236.2234		10251	9327	CHEMBL1200416				
C08052						Cinoxacin	C12H10N2O5	262.059	262.2182	Same as: D00872	10252		CHEMBL1208				
C08053						Lomefloxacin hydrochloride	C17H19F2N3O3. HCl	387.1161	387.8088	Same as: D00873	10253	6518	CHEMBL1728				
C08054						Moxifloxacin hydrochloride	C21H24FN3O4. HCl	437.1518	437.8923	Same as: D00874	10254	7008					
C08055						Aminosalicylate sodium anhydrous;///Sodium p-aminosalicylate	C7H6NO3. Na	175.0245	175.1172		10255	2661	CHEMBL1200966				
C08059						Rifapentine	C47H64N4O12	876.4521	877.0307	Same as: D00879	10259	45304	CHEMBL1660	RPT			
C08061						2'-Aminobiphenyl-2,3-diol	C12H11NO2	201.079	201.2212		10261	29010					
C08062						2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate	C12H11NO4	233.0688	233.22		10262						
C08063						1,4-Cyclohexanedione	C6H8O2	112.0524	112.1265		10263	28286					
C08065						Butoconazole	C19H17Cl3N2S	410.0178	411.7757	Same as: D07598	10265	3240	CHEMBL1295				
C08066						Butoconazole nitrate	C19H17Cl3N2S. HNO3	473.0134	474.7885	Same as: D00880	10266	3241	CHEMBL1200398				
C08067						Butenafine	C23H27N	317.2144	317.4672	Same as: D07596	10267	3238	CHEMBL990				
C08068						Econazole	C18H15Cl3N2O	380.025	381.6835	Same as: D03936	10268	4754	CHEMBL808				
C08069						Econazole nitrate	C18H15Cl3N2O. HNO3	443.0206	444.6963	Same as: D00881	10269	4755	CHEMBL1201049				
C08070						Miconazole nitrate	C18H14Cl4N2O. HNO3	476.9817	479.1414	Same as: D00882	10270	6924	CHEMBL1559				
C08071						Naftifine	C21H21N	287.1674	287.3981	Same as: D08245	10271	7451	CHEMBL626				
C08072						Naftifine hydrochloride	C21H21N. HCl	323.1441	323.8591	Same as: D00883	10272	7452	CHEMBL1200493				
C08074						Oxiconazole	C18H13Cl4N3O	426.9813	429.1273	Same as: D08313	10274	7825	CHEMBL1262				
C08075						Oxiconazole nitrate	C18H13Cl4N3O. HNO3	489.9769	492.1402	Same as: D00885	10275	7826	CHEMBL1200836				
C08076						Sulconazole	C18H15Cl3N2S	396.0022	397.7491	Same as: D08535	10276	77776 9325	CHEMBL1221				
C08079						Terbinafine	C21H25N	291.1987	291.4299	Same as: D02375	10279	9448	CHEMBL822				
C08080						Terconazole	C26H31Cl2N5O3	531.1804	532.462	Same as: D00888	10280	9451	CHEMBL1306				
C08082						Tioconazole	C16H13Cl3N2OS	385.9814	387.7112	Same as: D00890	10282	77898 9604	CHEMBL1200438				
C08086						Amprenavir	C25H35N3O6S	505.2247	505.6269	Same as: D00894	10286	40050	CHEMBL116	478			
C08087						Delavirdine mesylate;///Delavirdine mesilate	C22H28N6O3S. CH4SO3	552.1825	552.6668	Same as: D00895	10287	4379	CHEMBL929				
C08088						Efavirenz	C14H9ClF3NO2	315.0274	315.675	Same as: D00896	10288	119486	CHEMBL223228	EFZ			
C08089						Indinavir sulfate	C36H47N5O4. H2SO4	711.3302	711.868	Same as: D00897	10289	5899	CHEMBL1735				
C08090						Dienestrol;///Dehydrostilbestrol	C18H18O2	266.1307	266.3343	Same as: D00898	10290	4518	CHEMBL1018				
C08091						Nelfinavir mesylate;///Nelfinavir mesilate	C32H45N3O4S. CH4SO3	663.3012	663.8881	Same as: D00899	10291	7497	CHEMBL1205				
C08092						Oseltamivir	C16H28N2O4	312.2049	312.4045	Same as: D08306	10292	7798	CHEMBL1229				
C08093						Oseltamivir phosphate	C16H28N2O4. H3PO4	410.1818	410.3997	Same as: D00900	10293	7799	CHEMBL1200340				
C08094						Rimantadine hydrochloride	C12H21N. HCl	215.1441	215.7628	Same as: D00901	10294	8865	CHEMBL1200355 CHEMBL535396				
C08095						Zanamivir	C12H20N4O7	332.1332	332.3098	Same as: D00902	10295	50663	CHEMBL193303 CHEMBL222813	ZMR			
C08098						Cefazolin sodium;///Cefazolin sodium salt	C14H13N8O4S3. Na	476.012	476.489	Same as: D00905	10298		CHEMBL1200523				
C08099						Cephalexin monohydrate;///Cephalexin	C16H17N3O4S. H2O	365.1045	365.4042	Same as: D00906	10299	3535	CHEMBL1200544				
C08100						Cephalothin sodium;///Cefalotin sodium	C16H15N2O6S2. Na	418.0269	418.4199	Same as: D00907	10300	3542	CHEMBL1632				
C08101						Cephapirin sodium;///Cefapirin sodium;///Sodium cefapirin	C17H16N3O6S2. Na	445.0378	445.4452	Same as: D00908	10301	3545	CHEMBL1201043				
C08102						Cefamandole nafate	C19H17N6O6S2. Na	512.0549	512.4946	Same as: D00909	10302	3481	CHEMBL1618				
C08103						Cefmetazole	C15H17N7O5S3	471.0453	471.5344	Same as: D00910	10303	3489	CHEMBL1201195	4KO			
C08104						Cefmetazole sodium	C15H16N7O5S3. Na	493.0273	493.5162	Same as: D00911	10304	3490	CHEMBL1201118				
C08105						Cefonicid sodium	C18H16N6O8S3. 2Na	585.9987	586.5296	Same as: D00912	10305	3492	CHEMBL1201005				
C08106						Cefoxitin sodium	C16H16N3O7S2. Na	449.0327	449.4339	Same as: D00913	10306	3501	CHEMBL1200530				
C08107						Cefuroxime axetil;///Cefuroxime 1-acetoxyethyl ester	C20H22N4O10S	510.1057	510.4745	Same as: D00914	10307	3516	CHEMBL1095930				
C08108						Cefuroxime sodium	C16H15N4O8S. Na	446.0508	446.3671	Same as: D00915	10308	3517	CHEMBL2146124				
C08109						Loracarbef monohydrate	C16H16ClN3O4. H2O	367.0935	367.7842	Same as: D00916	10309	6537	CHEMBL1200610				
C08110						Cefdinir	C14H13N5O5S2	395.0358	395.4135	Same as: D00917	10310	3485	CHEMBL927				
C08111						Cefepime	C19H24N6O5S2	480.125	480.5611	Same as: D02376	10311	478164	CHEMBL186	9WT			
C08112						Cefoperazone sodium	C25H26N9O8S2. Na	667.1243	667.6492	Same as: D00918	10312	3494	CHEMBL1200482				
C08113						Cefotaxime sodium	C16H16N5O7S2. Na	477.0389	477.4473	Same as: D00919	10313	3498	CHEMBL1010				
C08114						Cefpodoxime	C15H17N5O6S2	427.062	427.4554	Same as: D07650	10314	3504	CHEMBL1672				
C08115						Cefpodoxime proxetil	C21H27N5O9S2	557.125	557.5972	Same as: D00920	10315	3505	CHEMBL1201016				
C08117						Ceftibuten	C15H14N4O6S2	410.0355	410.4249	Same as: D00922	10317	3510	CHEMBL1605				
C08118						Ceftizoxime sodium	C13H12N5O5S2. Na	405.0178	405.3846	Same as: D00923	10318	3512	CHEMBL1201019				
C08122						Bacampicillin	C21H27N3O7S	465.157	465.52	Same as: D07487	10322	2968	CHEMBL1583				
